"N_bac","Day","Temperature_moy","Tpop"
"C9",2021-01-07,0.482361114554935,"Ambient"
"C9",2021-01-08,0.161875001698111,"Ambient"
"C9",2021-01-09,0.148472223560222,"Ambient"
"C9",2021-01-10,0.128437501119657,"Ambient"
"C9",2021-01-11,0.143888889863673,"Ambient"
"C9",2021-01-12,0.15704861184996,"Ambient"
"C9",2021-01-13,0.518819445358175,"Ambient"
"C9",2021-01-14,2.49795138888889,"Ambient"
"C9",2021-01-15,4.34159722222222,"Ambient"
"C9",2021-01-16,3.89385416666667,"Ambient"
"C9",2021-01-17,4.595625,"Ambient"
"C9",2021-01-18,5.01604166666667,"Ambient"
"C9",2021-01-19,4.08201388888889,"Ambient"
"C9",2021-01-20,4.76524305555556,"Ambient"
"C9",2021-01-21,6.15295138888889,"Ambient"
"C9",2021-01-22,6.33690972222222,"Ambient"
"C9",2021-01-23,5.39729166666667,"Ambient"
"C9",2021-01-24,5.49440972222222,"Ambient"
"C9",2021-01-25,5.62114583333333,"Ambient"
"C9",2021-01-26,5.20666666666667,"Ambient"
"C9",2021-01-27,7.17840277777778,"Ambient"
"C9",2021-01-28,9.68184027777778,"Ambient"
"C9",2021-01-29,9.64881944444445,"Ambient"
"C9",2021-01-30,8.88895833333333,"Ambient"
"C9",2021-01-31,8.35979166666667,"Ambient"
"C9",2021-02-01,8.81565972222222,"Ambient"
"C9",2021-02-02,9.96423611111111,"Ambient"
"C9",2021-02-03,10.0545833333333,"Ambient"
"C9",2021-02-04,10.3571180555556,"Ambient"
"C9",2021-02-05,10.8055208333333,"Ambient"
"C9",2021-02-06,10.2773611111111,"Ambient"
"C9",2021-02-07,9.15666666666667,"Ambient"
"C9",2021-02-08,7.70104166666667,"Ambient"
"C9",2021-02-09,6.60573705179283,"Ambient"
"C9",2021-02-10,6.21037837837838,"Ambient"
"C9",2021-02-13,8.26654135338346,"Ambient"
"C9",2021-02-14,7.82006944444444,"Ambient"
"C9",2021-02-15,7.46076388888889,"Ambient"
"C9",2021-02-16,8.29892361111111,"Ambient"
"C9",2021-02-17,9.81623693379791,"Ambient"
"C9",2021-02-18,9.96128472222222,"Ambient"
"C9",2021-02-19,9.70638888888889,"Ambient"
"C9",2021-02-20,9.59315972222222,"Ambient"
"C9",2021-02-21,9.86996527777778,"Ambient"
"C9",2021-02-22,9.89795138888889,"Ambient"
"C9",2021-02-23,10.0554513888889,"Ambient"
"C9",2021-02-24,11.1923611111111,"Ambient"
"C9",2021-02-25,11.0384375,"Ambient"
"C9",2021-02-26,11.0048263888889,"Ambient"
"C9",2021-02-27,11.7039583333333,"Ambient"
"C9",2021-02-28,10.9696180555556,"Ambient"
"C9",2021-03-01,9.95732638888889,"Ambient"
"C9",2021-03-02,9.71951388888889,"Ambient"
"C9",2021-03-03,9.85309027777778,"Ambient"
"C9",2021-03-04,10.6327777777778,"Ambient"
"C9",2021-03-05,11.6635416666667,"Ambient"
"C9",2021-03-06,10.4409375,"Ambient"
"C9",2021-03-07,8.993125,"Ambient"
"C9",2021-03-08,8.69440972222222,"Ambient"
"C9",2021-03-09,8.20583333333333,"Ambient"
"C9",2021-03-10,7.73166666666667,"Ambient"
"C9",2021-03-11,10.3008333333333,"Ambient"
"C9",2021-03-12,11.1540625,"Ambient"
"C9",2021-03-13,9.25684027777778,"Ambient"
"C9",2021-03-14,9.06878472222222,"Ambient"
"C9",2021-03-15,7.91857638888889,"Ambient"
"C9",2021-03-16,8.83319444444444,"Ambient"
"C9",2021-03-17,10.2432291666667,"Ambient"
"C9",2021-03-18,9.61409722222222,"Ambient"
"C9",2021-03-19,7.21645833333333,"Ambient"
"C9",2021-03-20,5.90840277777778,"Ambient"
"C9",2021-03-21,5.81305555555556,"Ambient"
"C9",2021-03-22,8.30104166666667,"Ambient"
"C9",2021-03-23,9.54020833333333,"Ambient"
"C9",2021-03-24,10.4956597222222,"Ambient"
"C9",2021-03-25,11.6934722222222,"Ambient"
"C9",2021-03-26,11.7403125,"Ambient"
"C9",2021-03-27,11.9687152777778,"Ambient"
"C9",2021-03-28,11.6272916666667,"Ambient"
"C9",2021-03-29,13.6822222708333,"Ambient"
"C9",2021-03-30,15.24239584375,"Ambient"
"C9",2021-03-31,16.28791665625,"Ambient"
"C9",2021-04-01,16.4038888923611,"Ambient"
"C9",2021-04-02,16.1875694340278,"Ambient"
"C9",2021-04-03,15.5026388854167,"Ambient"
"C9",2021-04-04,14.3500347152778,"Ambient"
"C9",2021-04-05,13.8034375069444,"Ambient"
"C9",2021-04-06,13.6623611111111,"Ambient"
"C9",2021-04-07,12.1652777777778,"Ambient"
"C9",2021-04-08,11.4751388888889,"Ambient"
"C9",2021-04-09,12.4617361111111,"Ambient"
"C9",2021-04-10,12.1434375,"Ambient"
"C9",2021-04-11,10.9424305555556,"Ambient"
"C9",2021-04-12,10.6135416666667,"Ambient"
"C9",2021-04-13,11.2751041666667,"Ambient"
"C9",2021-04-14,11.6398611111111,"Ambient"
"C9",2021-04-15,12.1072222222222,"Ambient"
"C9",2021-04-16,11.8749652777778,"Ambient"
"C9",2021-04-17,11.2948611111111,"Ambient"
"C9",2021-04-18,11.1496180555556,"Ambient"
"C9",2021-04-19,12.4799305590278,"Ambient"
"C9",2021-04-20,13.319375,"Ambient"
"C9",2021-04-21,13.2523611111111,"Ambient"
"C9",2021-04-22,14.0128125173611,"Ambient"
"C9",2021-04-23,14.9946180520833,"Ambient"
"C9",2021-04-24,16.7961110868056,"Ambient"
"C9",2021-04-25,16.8673263680556,"Ambient"
"C9",2021-04-26,15.1920486180556,"Ambient"
"C9",2021-04-27,14.3002083333333,"Ambient"
"C9",2021-04-28,13.7384722222222,"Ambient"
"C9",2021-04-29,12.5239236111111,"Ambient"
"C9",2021-04-30,11.6013541666667,"Ambient"
"C9",2021-05-01,10.8202777777778,"Ambient"
"C9",2021-05-02,10.9518402777778,"Ambient"
"C9",2021-05-03,12.2030555555556,"Ambient"
"C9",2021-05-04,14.6543055486111,"Ambient"
"C9",2021-05-05,16.2743750416667,"Ambient"
"C9",2021-05-06,15.8368056736111,"Ambient"
"C9",2021-05-07,17.1280207986111,"Ambient"
"C9",2021-05-08,18.9970486041667,"Ambient"
"C9",2021-05-09,19.9015277569444,"Ambient"
"C9",2021-05-10,18.2928472777778,"Ambient"
"C9",2021-05-11,15.9476388680556,"Ambient"
"C9",2021-05-12,14.2257986458333,"Ambient"
"C9",2021-05-13,14.7270833854167,"Ambient"
"C9",2021-05-14,15.3814583125,"Ambient"
"C9",2021-05-15,15.4996180381944,"Ambient"
"C9",2021-05-16,15.5113888958333,"Ambient"
"C9",2021-05-17,15.3559028090278,"Ambient"
"C9",2021-05-18,16.0318054965278,"Ambient"
"C9",2021-05-19,16.5267708333333,"Ambient"
"C9",2021-05-20,18.0079861215278,"Ambient"
"C9",2021-05-21,18.1890972951389,"Ambient"
"C9",2021-05-22,16.5005555451389,"Ambient"
"C9",2021-05-23,14.4166319444444,"Ambient"
"C9",2021-05-24,13.2084722222222,"Ambient"
"C9",2021-05-25,12.3797222222222,"Ambient"
"C9",2021-05-26,14.6150347569444,"Ambient"
"C9",2021-05-27,17.39232634375,"Ambient"
"C9",2021-05-28,19.0072569027778,"Ambient"
"C9",2021-05-29,19.1269097291667,"Ambient"
"C9",2021-05-30,20.8642708125,"Ambient"
"C9",2021-05-31,21.5608680763889,"Ambient"
"C9",2021-06-01,21.9871875173611,"Ambient"
"C9",2021-06-02,20.7077778541667,"Ambient"
"C9",2021-06-03,21.0631944583333,"Ambient"
"C9",2021-06-04,20.1346874895833,"Ambient"
"C9",2021-06-05,19.1086805208333,"Ambient"
"C9",2021-06-06,20.5189236076389,"Ambient"
"C9",2021-06-07,20.5179513263889,"Ambient"
"C9",2021-06-08,19.8847222048611,"Ambient"
"C9",2021-06-09,20.4329513958333,"Ambient"
"C9",2021-06-10,21.4768402465278,"Ambient"
"C9",2021-06-11,20.7047222013889,"Ambient"
"C9",2021-06-12,20.6236110972222,"Ambient"
"C9",2021-06-13,21.4625000069444,"Ambient"
"C9",2021-06-14,21.4072222291667,"Ambient"
"C9",2021-06-15,21.1601389479167,"Ambient"
"C9",2021-06-16,21.1510763645833,"Ambient"
"C9",2021-06-17,20.2182985763889,"Ambient"
"C9",2021-06-18,19.7701389479167,"Ambient"
"C9",2021-06-19,20.945763875,"Ambient"
"C9",2021-06-20,20.5867707986111,"Ambient"
"C9",2021-06-21,19.9938194340278,"Ambient"
"C9",2021-06-22,19.4227778090278,"Ambient"
"C9",2021-06-23,17.90076396875,"Ambient"
"C9",2021-06-24,17.4343750659722,"Ambient"
"C9",2021-06-25,19.9294791979167,"Ambient"
"C9",2021-06-26,20.8098958194444,"Ambient"
"C9",2021-06-27,19.9314931111111,"Ambient"
"C9",2021-06-28,18.7131250625,"Ambient"
"C9",2021-06-29,18.9227083333333,"Ambient"
"C9",2021-06-30,19.65888884375,"Ambient"
"C9",2021-07-01,20.4944791736111,"Ambient"
"C9",2021-07-02,20.8215972361111,"Ambient"
"C9",2021-07-03,18.8061110694444,"Ambient"
"C9",2021-07-04,18.2550348055556,"Ambient"
"C9",2021-07-05,18.9179862118056,"Ambient"
"C9",2021-07-06,18.5303471770833,"Ambient"
"C9",2021-07-07,17.9135416701389,"Ambient"
"C9",2021-07-08,17.4704167534722,"Ambient"
"C9",2021-07-09,18.6733332951389,"Ambient"
"C9",2021-07-10,18.3162152013889,"Ambient"
"C9",2021-07-11,19.1841320243056,"Ambient"
"C9",2021-07-12,18.3402430798611,"Ambient"
"C9",2021-07-13,16.5187500694444,"Ambient"
"C9",2021-07-14,17.2629861527778,"Ambient"
"C9",2021-07-15,17.5127081944444,"Ambient"
"C9",2021-07-16,17.4658333333333,"Ambient"
"C9",2021-07-17,18.9322917118056,"Ambient"
"C9",2021-07-18,19.4346179791667,"Ambient"
"C9",2021-07-19,19.9773049397163,"Ambient"
"C9",2021-07-20,19.6448958090278,"Ambient"
"C9",2021-07-21,19.8115971840278,"Ambient"
"C9",2021-07-22,20.8980208541667,"Ambient"
"C9",2021-07-23,20.4577777291667,"Ambient"
"C9",2021-07-24,18.64072909375,"Ambient"
"C9",2021-07-25,18.0330555659722,"Ambient"
"C9",2021-07-26,18.1530207951389,"Ambient"
"C9",2021-07-27,17.9672916979167,"Ambient"
"C9",2021-07-28,18.1553333298246,"Ambient"
"C9",2021-07-29,18.6823610590278,"Ambient"
"C9",2021-07-30,18.2624656319444,"Ambient"
"C9",2021-07-31,17.1828472361111,"Ambient"
"C9",2021-08-01,16.8288541736111,"Ambient"
"C9",2021-08-02,17.6202082604167,"Ambient"
"C9",2021-08-03,18.0444485698529,"Ambient"
"C9",2021-08-04,18.2845139861111,"Ambient"
"C9",2021-08-05,18.5527777986111,"Ambient"
"C9",2021-08-06,18.2891666736111,"Ambient"
"C9",2021-08-07,17.6204858958333,"Ambient"
"C9",2021-08-08,17.32340278125,"Ambient"
"C9",2021-08-09,18.1328819340278,"Ambient"
"C9",2021-08-10,19.7520833263889,"Ambient"
"C9",2021-08-11,20.5617013680556,"Ambient"
"C9",2021-08-12,21.2350694340278,"Ambient"
"C9",2021-08-13,20.7034027013889,"Ambient"
"C9",2021-08-14,20.6778472951389,"Ambient"
"C9",2021-08-15,19.5633681111111,"Ambient"
"C9",2021-08-16,18.2078124965278,"Ambient"
"C9",2021-08-17,17.6998957118056,"Ambient"
"C9",2021-08-18,17.5763194895833,"Ambient"
"C9",2021-08-19,17.8265278229167,"Ambient"
"C9",2021-08-20,18.9811111076389,"Ambient"
"C9",2021-08-21,18.7686805763889,"Ambient"
"C9",2021-08-22,18.2180556388889,"Ambient"
"C9",2021-08-23,18.2773262569444,"Ambient"
"C9",2021-08-24,18.2202082604167,"Ambient"
"C9",2021-08-25,18.3783333298611,"Ambient"
"C9",2021-08-26,19.1419792395833,"Ambient"
"C9",2021-08-27,19.1586457986111,"Ambient"
"C9",2021-08-28,18.2934375381944,"Ambient"
"C9",2021-08-29,17.9525694722222,"Ambient"
"C9",2021-08-30,17.8173958611111,"Ambient"
"C9",2021-08-31,18.5164583715278,"Ambient"
"C9",2021-09-01,17.8978124375,"Ambient"
"C9",2021-09-02,17.6114583472222,"Ambient"
"C9",2021-09-03,18.3950695138889,"Ambient"
"C9",2021-09-04,18.7872916666667,"Ambient"
"C9",2021-09-05,19.0385763541667,"Ambient"
"C9",2021-09-13,18.8174286742857,"Ambient"
"C9",2021-09-14,18.3787152743056,"Ambient"
"C9",2021-09-15,18.5240972916667,"Ambient"
"C9",2021-09-16,18.1510069409722,"Ambient"
"C9",2021-09-17,18.2164582534722,"Ambient"
"C9",2021-09-18,17.5152429583333,"Ambient"
"C9",2021-09-19,16.4109375451389,"Ambient"
"C9",2021-09-20,16.9982985625,"Ambient"
"C9",2021-09-21,14.9725347361111,"Ambient"
"C9",2021-09-22,15.1168751423611,"Ambient"
"C9",2021-09-23,17.6411806111111,"Ambient"
"C9",2021-09-24,17.5010416493056,"Ambient"
"C9",2021-09-25,17.8060068715278,"Ambient"
"C9",2021-09-26,17.5370486006944,"Ambient"
"C9",2021-09-27,17.3267361215278,"Ambient"
"C9",2021-09-28,17.2731945381944,"Ambient"
"C9",2021-09-29,17.4717361041667,"Ambient"
"C9",2021-09-30,17.3073263923611,"Ambient"
"C9",2021-10-01,16.3622916493056,"Ambient"
"C9",2021-10-02,17.0563888611111,"Ambient"
"C9",2021-10-03,16.9875693784722,"Ambient"
"C9",2021-10-04,15.2413194027778,"Ambient"
"C9",2021-10-05,14.1451041666667,"Ambient"
"C9",2021-10-06,14.7603472256944,"Ambient"
"C9",2021-10-07,15.0867360972222,"Ambient"
"C9",2021-10-08,14.3085763888889,"Ambient"
"C9",2021-10-09,15.31052096875,"Ambient"
"C9",2021-10-10,16.2096874826389,"Ambient"
"C9",2021-10-11,15.5499652326389,"Ambient"
"C9",2021-10-12,13.7727430555556,"Ambient"
"C9",2021-10-13,12.8891666666667,"Ambient"
"C9",2021-10-14,12.1506944444444,"Ambient"
"C9",2021-10-15,12.0688888888889,"Ambient"
"C9",2021-10-16,13.4451041666667,"Ambient"
"C9",2021-10-17,12.7927430555556,"Ambient"
"C9",2021-10-18,13.0511458333333,"Ambient"
"C9",2021-10-19,14.0091319513889,"Ambient"
"C9",2021-10-20,15.1190277708333,"Ambient"
"C9",2021-10-21,15.4915277847222,"Ambient"
"C9",2021-10-22,13.9949652777778,"Ambient"
"C9",2021-10-23,13.4470833333333,"Ambient"
"C9",2021-10-24,11.4868055555556,"Ambient"
"C9",2021-10-25,10.479375,"Ambient"
"C9",2021-10-26,10.9936458333333,"Ambient"
"C9",2021-10-27,11.1625347222222,"Ambient"
"C9",2021-10-28,10.9249305555556,"Ambient"
"C9",2021-10-29,11.0953819444444,"Ambient"
"C9",2021-10-30,12.4989583333333,"Ambient"
"C9",2021-10-31,13.8666,"Ambient"
"C9",2021-11-01,13.3762847222222,"Ambient"
"C9",2021-11-02,11.5589583333333,"Ambient"
"C9",2021-11-03,10.8115277777778,"Ambient"
"C9",2021-11-04,9.06815972222222,"Ambient"
"C9",2021-11-05,8.08704861111111,"Ambient"
"C9",2021-11-06,6.44114583333333,"Ambient"
"C9",2021-11-07,5.67076388888889,"Ambient"
"C9",2021-11-08,7.64270833333333,"Ambient"
"C9",2021-11-09,7.80350694444444,"Ambient"
"C9",2021-11-10,6.29267361111111,"Ambient"
"C9",2021-11-11,7.19288194444444,"Ambient"
"C9",2021-11-12,8.07559027777778,"Ambient"
"C9",2021-11-13,9.38756944444444,"Ambient"
"C9",2021-11-14,9.6325,"Ambient"
"C9",2021-11-15,8.61163194444444,"Ambient"
"C9",2021-11-16,8.123125,"Ambient"
"C9",2021-11-17,7.50545138888889,"Ambient"
"C9",2021-11-18,6.87809027777778,"Ambient"
"C9",2021-11-19,6.06770833333333,"Ambient"
"C9",2021-11-20,5.6375,"Ambient"
"C9",2021-11-21,6.54194444444444,"Ambient"
"C9",2021-11-22,7.55652777777778,"Ambient"
"C9",2021-11-23,6.90930555555556,"Ambient"
"C9",2021-11-24,6.6840625,"Ambient"
"C9",2021-11-25,6.88347222222222,"Ambient"
"C9",2021-11-26,6.70229166666667,"Ambient"
"C9",2021-11-27,5.50107638888889,"Ambient"
"C9",2021-11-28,4.23583333333333,"Ambient"
"C9",2021-11-29,3.21902777777778,"Ambient"
"C9",2021-11-30,3.23857638888889,"Ambient"
"C9",2021-12-01,3.674375,"Ambient"
"C9",2021-12-02,4.59215277777778,"Ambient"
"C9",2021-12-03,3.9540625,"Ambient"
"C9",2021-12-04,4.9709375,"Ambient"
"C9",2021-12-05,4.84024305555556,"Ambient"
"C9",2021-12-13,5.32494382022472,"Ambient"
"C9",2021-12-14,5.10618055555556,"Ambient"
"C9",2021-12-15,5.26197916666667,"Ambient"
"C9",2021-12-16,5.49944444444444,"Ambient"
"C9",2021-12-17,5.13885416666667,"Ambient"
"C9",2021-12-18,4.99333333333333,"Ambient"
"C9",2021-12-19,4.40506944444444,"Ambient"
"C9",2021-12-20,3.90822916666667,"Ambient"
"C9",2021-12-21,4.17354166666667,"Ambient"
"C9",2021-12-22,5.51774305555556,"Ambient"
"C9",2021-12-23,6.05333333333333,"Ambient"
"C9",2021-12-24,6.91284722222222,"Ambient"
"C9",2021-12-25,7.624375,"Ambient"
"C9",2021-12-26,7.27458333333333,"Ambient"
"C9",2021-12-27,7.93239583333333,"Ambient"
"C9",2021-12-28,8.86003472222222,"Ambient"
"C9",2021-12-29,10.5477083333333,"Ambient"
"C9",2021-12-30,11.0752777777778,"Ambient"
"C9",2021-12-31,9.64135416666667,"Ambient"
"C9",2022-01-01,8.96548611111111,"Ambient"
"C9",2022-01-02,8.62572916666667,"Ambient"
"C9",2022-01-03,8.42236111111111,"Ambient"
"C9",2022-01-04,8.4315625,"Ambient"
"C9",2022-01-05,7.71850694444444,"Ambient"
"C9",2022-01-06,5.2046875,"Ambient"
"C9",2022-01-07,3.16496527777778,"Ambient"
"C9",2022-01-08,3.99458333333333,"Ambient"
"C9",2022-01-09,5.82722222222222,"Ambient"
"C9",2022-01-18,2.76988095238095,"Ambient"
"C9",2022-01-19,2.69923611111111,"Ambient"
"C9",2022-01-20,3.42965277777778,"Ambient"
"C9",2022-01-21,3.64697916666667,"Ambient"
"C9",2022-01-22,2.73982638888889,"Ambient"
"C9",2022-01-23,2.54399305555556,"Ambient"
"C9",2022-01-24,2.93663194444444,"Ambient"
"C9",2022-01-25,3.38034722222222,"Ambient"
"C9",2022-01-26,3.73236111111111,"Ambient"
"C9",2022-01-27,3.97538194444444,"Ambient"
"C9",2022-01-28,3.55284722222222,"Ambient"
"C9",2022-01-29,3.21607638888889,"Ambient"
"C9",2022-01-30,3.858125,"Ambient"
"C9",2022-01-31,4.32496527777778,"Ambient"
"C9",2022-02-01,4.97277777777778,"Ambient"
"C9",2022-02-02,5.35920138888889,"Ambient"
"C9",2022-02-03,5.88902777777778,"Ambient"
"C9",2022-02-04,6.71649305555556,"Ambient"
"C9",2022-02-05,7.57944444444444,"Ambient"
"C9",2022-02-06,5.92267361111111,"Ambient"
"C9",2022-02-07,5.92284722222222,"Ambient"
"C9",2022-02-08,7.64034722222222,"Ambient"
"C9",2022-02-09,7.71121527777778,"Ambient"
"C9",2022-02-10,7.83336805555556,"Ambient"
"C9",2022-02-11,8.04517361111111,"Ambient"
"C9",2022-02-12,7.77163194444444,"Ambient"
"C9",2022-02-13,8.20840277777778,"Ambient"
"C9",2022-02-14,8.62201388888889,"Ambient"
"C9",2022-02-15,7.90722222222222,"Ambient"
"C9",2022-02-16,8.03576388888889,"Ambient"
"C9",2022-02-17,9.23254716981132,"Ambient"
"C9",2022-02-18,11.3639726027397,"Ambient"
"C9",2022-02-19,9.67850694444444,"Ambient"
"C9",2022-02-20,8.12829861111111,"Ambient"
"C9",2022-02-21,9.33440972222222,"Ambient"
"C9",2022-02-22,9.30413194444444,"Ambient"
"C9",2022-02-23,8.83472222222222,"Ambient"
"C9",2022-02-24,8.96993006993007,"Ambient"
"C9",2022-02-25,8.935,"Ambient"
"C9",2022-02-26,7.41225694444444,"Ambient"
"C9",2022-02-27,6.90277777777778,"Ambient"
"C9",2022-02-28,8.74416666666667,"Ambient"
"C9",2022-03-01,8.95642361111111,"Ambient"
"C9",2022-03-02,8.61705426356589,"Ambient"
"C9",2022-03-04,9.19336633663366,"Ambient"
"C9",2022-03-05,8.49934027777778,"Ambient"
"C9",2022-03-06,7.97475694444444,"Ambient"
"C9",2022-03-07,8.33208333333333,"Ambient"
"C9",2022-03-08,7.87496527777778,"Ambient"
"C9",2022-03-09,8.52736111111111,"Ambient"
"C9",2022-03-10,9.29065972222222,"Ambient"
"C9",2022-03-11,9.40038194444444,"Ambient"
"C9",2022-03-12,9.90986111111111,"Ambient"
"C9",2022-03-13,8.56090277777778,"Ambient"
"C9",2022-03-14,7.10461805555556,"Ambient"
"C9",2022-03-15,8.73565972222222,"Ambient"
"C9",2022-03-16,10.0294097222222,"Ambient"
"C9",2022-03-17,10.6589930555556,"Ambient"
"C9",2022-03-18,9.885625,"Ambient"
"C9",2022-03-19,9.86024305555556,"Ambient"
"C9",2022-03-20,11.0250347222222,"Ambient"
"C9",2022-03-21,12.3732338308458,"Ambient"
"C9",2022-03-22,12.0827083333333,"Ambient"
"C9",2022-03-23,11.7992013888889,"Ambient"
"C9",2022-03-24,11.6192013888889,"Ambient"
"C9",2022-03-25,12.3684027777778,"Ambient"
"C9",2022-03-26,12.6959375,"Ambient"
"C9",2022-03-27,12.3875,"Ambient"
"C9",2022-03-28,12.7890972222222,"Ambient"
"C9",2022-03-29,13.1378125,"Ambient"
"C9",2022-03-30,12.4584722222222,"Ambient"
"C9",2022-03-31,10.5184375,"Ambient"
"C9",2022-04-01,7.62975694444444,"Ambient"
"C9",2022-04-02,5.00413194444444,"Ambient"
"C9",2022-04-03,4.35659722222222,"Ambient"
"C9",2022-04-04,5.93427083333333,"Ambient"
"C9",2022-04-05,7.564375,"Ambient"
"C9",2022-04-06,8.56447916666667,"Ambient"
"C9",2022-04-07,9.99038194444444,"Ambient"
"C9",2022-04-08,13.2258680555556,"Ambient"
"C9",2022-04-09,12.8613541666667,"Ambient"
"C9",2022-04-10,12.2218055555556,"Ambient"
"C9",2022-04-11,13.4076388888889,"Ambient"
"C9",2022-04-12,13.7245138888889,"Ambient"
"C9",2022-04-13,13.4655208333333,"Ambient"
"C9",2022-04-14,13.8491319409722,"Ambient"
"C9",2022-04-15,15.2994791701389,"Ambient"
"C9",2022-04-16,16.9452083576389,"Ambient"
"C9",2022-04-17,17.3585416493056,"Ambient"
"C9",2022-04-18,17.5554166493056,"Ambient"
"C9",2022-04-19,15.4926041631944,"Ambient"
"C9",2022-04-20,12.0557291666667,"Ambient"
"C9",2022-04-21,11.1677430555556,"Ambient"
"C9",2022-04-22,11.7793055555556,"Ambient"
"C9",2022-04-23,11.9289930555556,"Ambient"
"C9",2022-04-24,11.9470486111111,"Ambient"
"C9",2022-04-25,13.1363541666667,"Ambient"
"C9",2022-04-26,14.8331597048611,"Ambient"
"C9",2022-04-27,15.9664582361111,"Ambient"
"C9",2022-04-28,15.7678819722222,"Ambient"
"C9",2022-04-29,16.5631249513889,"Ambient"
"C9",2022-04-30,17.5122916909722,"Ambient"
"C9",2022-05-01,17.0532986909722,"Ambient"
"C9",2022-05-02,16.1931944375,"Ambient"
"C9",2022-05-03,14.9888888854167,"Ambient"
"C9",2022-05-04,14.1827430555556,"Ambient"
"C9",2022-05-05,13.6802777777778,"Ambient"
"C9",2022-05-06,14.3445486111111,"Ambient"
"C9",2022-05-07,16.0293750486111,"Ambient"
"C9",2022-05-08,17.3749999583333,"Ambient"
"C9",2022-05-09,18.1829166944444,"Ambient"
"C9",2022-05-10,19.9401389097222,"Ambient"
"C9",2022-05-11,21.4834374548611,"Ambient"
"C9",2022-05-12,21.5444791631944,"Ambient"
"C9",2022-05-13,21.4874305,"Ambient"
"C9",2022-05-14,22.1982638263889,"Ambient"
"C9",2022-05-15,23.0874305034722,"Ambient"
"C9",2022-05-16,24.0473264583333,"Ambient"
"C9",2022-05-17,24.15364584375,"Ambient"
"C9",2022-05-18,25.3847222708333,"Ambient"
"C9",2022-05-19,25.15618059375,"Ambient"
"C9",2022-05-20,25.3987499965278,"Ambient"
"C9",2022-05-21,26.2990277395833,"Ambient"
"C9",2022-05-22,25.1331944097222,"Ambient"
"C9",2022-05-23,21.9012264575472,"Ambient"
"C9",2022-05-24,16.8269565797101,"Ambient"
"C9",2022-05-25,15.9169298070175,"Ambient"
"C9",2022-05-26,16.0478819270833,"Ambient"
"C9",2022-05-27,18.0496874826389,"Ambient"
"C9",2022-05-28,20.5177430243056,"Ambient"
"C9",2022-05-29,21.8913193854167,"Ambient"
"C9",2022-05-30,20.9551736805556,"Ambient"
"C9",2022-05-31,21.5404166701389,"Ambient"
"C9",2022-06-01,22.6019444305556,"Ambient"
"C9",2022-06-02,24.363280016,"Ambient"
"C9",2022-06-05,21.5684712866242,"Ambient"
"C9",2022-06-06,21.4386110729167,"Ambient"
"C9",2022-06-07,21.0236806111111,"Ambient"
"C9",2022-06-08,19.7679861666667,"Ambient"
"C9",2022-06-09,19.707743125,"Ambient"
"C9",2022-06-10,21.1426041909722,"Ambient"
"C9",2022-06-11,23.2497569618056,"Ambient"
"C9",2022-06-12,24.5578472326389,"Ambient"
"C9",2022-06-20,26.721418972973,"Ambient"
"C9",2022-06-21,25.0545454258373,"Ambient"
"C9",2022-06-22,22.8429761309524,"Ambient"
"C9",2022-06-23,23.0987847256944,"Ambient"
"C9",2022-06-24,22.3239583402778,"Ambient"
"C9",2022-06-25,20.8832638263889,"Ambient"
"C9",2022-06-26,19.2790972256944,"Ambient"
"C9",2022-06-27,17.0639930694444,"Ambient"
"C9",2022-06-28,18.2469285821429,"Ambient"
"C9",2022-06-29,23.1359999333333,"Ambient"
"C9",2022-06-30,19.1078888777778,"Ambient"
"C9",2022-07-01,18.7014035087719,"Ambient"
"C9",2022-07-02,20.6411805555556,"Ambient"
"C9",2022-07-03,23.3002778090278,"Ambient"
"C9",2022-07-18,28.7481409487179,"Ambient"
"C9",2022-07-19,27.4472822473868,"Ambient"
"C9",2022-07-20,26.5881596701389,"Ambient"
"C9",2022-07-21,26.8030555590278,"Ambient"
"C9",2022-07-22,25.9258333194444,"Ambient"
"C9",2022-07-23,23.6342014375,"Ambient"
"C9",2022-07-24,24.6749999826389,"Ambient"
"C9",2022-07-25,25.8640195784314,"Ambient"
"C9",2022-07-26,21.2055952440476,"Ambient"
"C9",2022-07-27,22.0110764097222,"Ambient"
"C9",2022-07-28,23.0067647463235,"Ambient"
"C9",2022-07-29,22.0189930138889,"Ambient"
"C9",2022-07-30,21.8468055104167,"Ambient"
"C9",2022-07-31,24.6092013715278,"Ambient"
"C9",2022-08-08,26.7148110324324,"Ambient"
"C9",2022-08-09,27.9325347395833,"Ambient"
"C9",2022-08-10,25.9602083090278,"Ambient"
"C9",2022-08-11,26.8964583506944,"Ambient"
"C9",2022-08-12,25.7851389340278,"Ambient"
"C9",2022-08-13,26.9898263819444,"Ambient"
"C9",2022-08-14,26.2373263784722,"Ambient"
"C9",2022-08-15,24.4963291265823,"Ambient"
"C9",2022-08-16,22.5170658502994,"Ambient"
"C9",2022-08-17,21.0045340869565,"Ambient"
"C9",2022-08-18,20.1043750347222,"Ambient"
"C9",2022-08-19,21.0899645590278,"Ambient"
"C9",2022-08-20,22.5400694479167,"Ambient"
"C9",2022-08-21,23.1833332708333,"Ambient"
"C9",2022-08-22,23.53084392827,"Ambient"
"C9",2022-08-23,24.3145485243056,"Ambient"
"C9",2022-08-24,25.2605555555556,"Ambient"
"C9",2022-08-25,25.2078472430556,"Ambient"
