"Ref","ID_photo","Reader","Round","PopInd","Pop","TempExp","TempExpNum","Tpop","Predpop","Survival","Naivety","Remarks","Length","EvolHistory"
"T15_D6_Az3_C6","IMG_8617",727,7,"D6_Az3","D6","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.146,"Ctrl_Ambiant"
"T15_D7_Az9_A1","IMG_8600",715,7,"D7_Az9","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.134,"Ctrl_Warm"
"T15_D7_Az6_B5","IMG_8562",715,7,"D7_Az6","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.099,"Ctrl_Warm"
"T15_D7_Az4_D6","IMG_8621",727,7,"D7_Az4","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.1175,"Ctrl_Warm"
"T20_A1_Az18_B2","IMG_8721",715,7,"A1_Az18","A1","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.136,"Ctrl_Ambiant"
"T20_A1_Az2_B4","IMG_8766",727,7,"A1_Az2","A1","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.1131,"Ctrl_Ambiant"
"T20_B1_Az20_D1","IMG_8738",715,7,"B1_Az20","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.113,"Ctrl_Warm"
"T20_B1_Az7_C3","IMG_8713",715,7,"B1_Az7","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.12,"Ctrl_Warm"
"T20_B1_Az4_B5","IMG_8755",727,7,"B1_Az4","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.077,"Ctrl_Warm"
"T20_B1_Az6_C2","IMG_8791",727,7,"B1_Az6","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.11,"Ctrl_Warm"
"T20_B2_Az4_A5","IMG_8688",715,7,"B2_Az4","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.14,"Ctrl_Ambiant"
"T20_B2_Az14_D5","IMG_8761",727,7,"B2_Az14","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.117,"Ctrl_Ambiant"
"T20_B2_Az9_C1","IMG_8800",727,7,"B2_Az9","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.1173,"Ctrl_Ambiant"
"T20_B4_Az14_C6","IMG_8685",715,7,"B4_Az14","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.163,"Pred_Ambiant"
"T20_B4_Az2_A4","IMG_8696",715,7,"B4_Az2","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.168,"Pred_Ambiant"
"T20_B4_Az7_A3","IMG_8778",727,7,"B4_Az7","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.162,"Pred_Ambiant"
"T20_B5_Az2_D2","IMG_8728",715,7,"B5_Az2","B5","T20",20,"Warm","Pred","Yes","Naive","None",0.173,"Pred_Warm"
"T20_B5_Az1_B3","IMG_8780",727,7,"B5_Az1","B5","T20",20,"Warm","Pred","Yes","Naive","None",0.158,"Pred_Warm"
"T20_B6_Az2_C2","IMG_8726",715,7,"B6_Az2","B6","T20",20,"Ambiant","Pred","Yes","Naive","None",0.113,"Pred_Ambiant"
"T20_B6_Az5_B2","IMG_8788",727,7,"B6_Az5","B6","T20",20,"Ambiant","Pred","Yes","Naive","None",0.1219,"Pred_Ambiant"
"T20_B7_Az11_D4","IMG_8705",715,7,"B7_Az11","B7","T20",20,"Warm","Pred","Yes","Naive","None",0.1,"Pred_Warm"
"T20_B7_Az9_A3","IMG_8709",715,7,"B7_Az9","B7","T20",20,"Warm","Pred","Yes","Naive","None",0.1453,"Pred_Warm"
"T20_B7_Az1_C5","IMG_8759",727,7,"B7_Az1","B7","T20",20,"Warm","Pred","Yes","Naive","None",0.147,"Pred_Warm"
"T20_B9_Az3_A6","IMG_8681",715,7,"B9_Az3","B9","T20",20,"Warm","Pred","Yes","Naive","None",0.121,"Pred_Warm"
"T20_B9_Az11_B6","IMG_8744",727,7,"B9_Az11","B9","T20",20,"Warm","Pred","Yes","Naive","None",0.135,"Pred_Warm"
"T20_C1_Az7_D3","IMG_8716",715,7,"C1_Az7","C1","T20",20,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T20_C1_Az12_C4","IMG_8771",727,7,"C1_Az12","C1","T20",20,"Ambiant","Pred","Yes","Naive","None",0.152,"Pred_Ambiant"
"T20_C3_Az7_A2","IMG_8719",715,7,"C3_Az7","C3","T20",20,"Ambiant","Pred","Yes","Naive","None",0.131,"Pred_Ambiant"
"T20_C3_Az8_D2","IMG_8794",727,7,"C3_Az8","C3","T20",20,"Ambiant","Pred","Yes","Naive","None",0.13,"Pred_Ambiant"
"T20_C8_Az20_C5","IMG_8694",715,7,"C8_Az20","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.133,"Pred_Warm"
"T20_C8_Az1_B1","IMG_8798",727,7,"C8_Az1","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.095,"Pred_Warm"
"T20_C8_Az19_D4","IMG_8774",727,7,"C8_Az19","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.136,"Pred_Warm"
"T20_C9_Az15_B1","IMG_8733",715,7,"C9_Az15","C9","T20",20,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T20_C9_Az4_A4","IMG_8763",727,7,"C9_Az4","C9","T20",20,"Ambiant","Pred","Yes","Naive","None",0.138,"Pred_Ambiant"
"T20_C9_Az5_A6","IMG_8742",727,7,"C9_Az5","C9","T20",20,"Ambiant","Pred","Yes","Naive","None",0.084,"Pred_Ambiant"
"T20_D6_Az2_C4","IMG_8701",715,7,"D6_Az2","D6","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.151,"Ctrl_Ambiant"
"T20_D6_Az10_D3","IMG_8784",727,7,"D6_Az10","D6","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.148,"Ctrl_Ambiant"
"T20_D6_Az3_C6","IMG_8748",727,7,"D6_Az3","D6","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.122,"Ctrl_Ambiant"
"T20_D7_Az6_B5","IMG_8692",715,7,"D7_Az6","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.1054,"Ctrl_Warm"
"T20_D7_Az9_A1","IMG_8732",715,7,"D7_Az9","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.116,"Ctrl_Warm"
"T20_D7_Az4_D6","IMG_8750",727,7,"D7_Az4","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.1257,"Ctrl_Warm"
"T23_A1_Az18_B2","IMG_8852",715,7,"A1_Az18","A1","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.103,"Ctrl_Ambiant"
"T23_A1_Az2_B4","IMG_8900",727,7,"A1_Az2","A1","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.129,"Ctrl_Ambiant"
"T23_B1_Az20_D1","IMG_8870",715,7,"B1_Az20","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.12,"Ctrl_Warm"
"T23_B1_Az7_C3","IMG_8842",715,7,"B1_Az7","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.114,"Ctrl_Warm"
"T23_B1_Az6_C2","IMG_8927",727,7,"B1_Az6","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.119,"Ctrl_Warm"
"T23_B1_Az4_B5","IMG_8885",727,7,"B1_Az4","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.1208,"Ctrl_Warm"
"T23_B2_Az4_A5","IMG_8817",715,7,"B2_Az4","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.142,"Ctrl_Ambiant"
"T23_B2_Az9_C1","IMG_8939",727,7,"B2_Az9","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.15,"Ctrl_Ambiant"
"T23_B2_Az14_D5","IMG_8892",727,7,"B2_Az14","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.141,"Ctrl_Ambiant"
"T23_B4_Az2_A4","IMG_8827",715,7,"B4_Az2","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.098,"Pred_Ambiant"
"T23_B4_Az14_C6","IMG_8813",715,7,"B4_Az14","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.104,"Pred_Ambiant"
"T23_B4_Az7_A3","IMG_8914",727,7,"B4_Az7","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.094,"Pred_Ambiant"
"T23_B5_Az2_D2","IMG_8860",715,7,"B5_Az2","B5","T23",23,"Warm","Pred","Yes","Naive","None",0.098,"Pred_Warm"
"T23_B5_Az1_B3","IMG_8918",727,7,"B5_Az1","B5","T23",23,"Warm","Pred","Yes","Naive","None",0.093,"Pred_Warm"
"T23_B6_Az2_C2","IMG_8856",715,7,"B6_Az2","B6","T23",23,"Ambiant","Pred","Yes","Naive","None",0.094,"Pred_Ambiant"
"T23_B6_Az5_B2","IMG_8924",727,7,"B6_Az5","B6","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1283,"Pred_Ambiant"
"T23_B7_Az9_A3","IMG_8838",715,7,"B7_Az9","B7","T23",23,"Warm","Pred","Yes","Naive","None",0.1546,"Pred_Warm"
"T23_B7_Az11_D4","IMG_8835",715,7,"B7_Az11","B7","T23",23,"Warm","Pred","Yes","Naive","None",0.101,"Pred_Warm"
"T23_B7_Az1_C5","IMG_8891",727,7,"B7_Az1","B7","T23",23,"Warm","Pred","Yes","Naive","None",0.086,"Pred_Warm"
"T23_B9_Az3_A6","IMG_8807",715,7,"B9_Az3","B9","T23",23,"Warm","Pred","Yes","Naive","None",0.127,"Pred_Warm"
"T23_B9_Az11_B6","IMG_8876",727,7,"B9_Az11","B9","T23",23,"Warm","Pred","Yes","Naive","None",0.148,"Pred_Warm"
"T23_C1_Az7_D3","IMG_8845",715,7,"C1_Az7","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T23_C1_Az12_C4","IMG_8903",727,7,"C1_Az12","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.129,"Pred_Ambiant"
"T23_C3_Az7_A2","IMG_8847",715,7,"C3_Az7","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T23_C3_Az8_D2","IMG_8932",727,7,"C3_Az8","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T23_C8_Az20_C5","IMG_8823",715,7,"C8_Az20","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.135,"Pred_Warm"
"T23_C8_Az1_B1","IMG_8934",727,7,"C8_Az1","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.149,"Pred_Warm"
"T23_C8_Az19_D4","IMG_8908",727,7,"C8_Az19","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.126,"Pred_Warm"
"T23_C9_Az15_B1","IMG_8867",715,7,"C9_Az15","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.131,"Pred_Ambiant"
"T23_C9_Az4_A4","IMG_8897",727,7,"C9_Az4","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1435,"Pred_Ambiant"
"T23_C9_Az5_A6","IMG_8873",727,7,"C9_Az5","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T23_D6_Az2_C4","IMG_8831",715,7,"D6_Az2","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.121,"Ctrl_Ambiant"
"T23_D6_Az10_D3","IMG_8922",727,7,"D6_Az10","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.103,"Ctrl_Ambiant"
"T23_D6_Az3_C6","IMG_8880",727,7,"D6_Az3","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.12,"Ctrl_Ambiant"
"T23_D7_Az9_A1","IMG_8864",715,7,"D7_Az9","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.111,"Ctrl_Warm"
"T23_D7_Az6_B5","IMG_8819",715,7,"D7_Az6","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.159,"Ctrl_Warm"
"T23_D7_Az4_D6","IMG_8884",727,7,"D7_Az4","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.121,"Ctrl_Warm"
"T25_A1_Az18_B2","IMG_8981",715,7,"A1_Az18","A1","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.164,"Ctrl_Ambiant"
"T25_A1_Az2_B4","IMG_9035",727,7,"A1_Az2","A1","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.103,"Ctrl_Ambiant"
"T25_B1_Az20_D1","IMG_8999",715,7,"B1_Az20","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.115,"Ctrl_Warm"
"T25_B1_Az4_B5","IMG_9016",727,7,"B1_Az4","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.125,"Ctrl_Warm"
"T25_B1_Az6_C2","IMG_9058",727,7,"B1_Az6","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.126,"Ctrl_Warm"
"T25_B1_Az7_C3","IMG_8974",715,7,"B1_Az7","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.132,"Ctrl_Warm"
"T25_B2_Az14_D5","IMG_9026",727,7,"B2_Az14","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.1,"Ctrl_Ambiant"
"T25_B2_Az4_A5","IMG_8951",715,7,"B2_Az4","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.099,"Ctrl_Ambiant"
"T25_B2_Az9_C1","IMG_9068",727,7,"B2_Az9","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.14,"Ctrl_Ambiant"
"T25_B4_Az14_C6","IMG_8947",715,7,"B4_Az14","B4","T25",25,"Ambiant","Pred","Yes","Naive","None",0.092,"Pred_Ambiant"
"T25_B4_Az2_A4","IMG_8959",715,7,"B4_Az2","B4","T25",25,"Ambiant","Pred","Yes","Naive","None",0.123,"Pred_Ambiant"
"T25_B4_Az7_A3","IMG_9046",727,7,"B4_Az7","B4","T25",25,"Ambiant","Pred","Yes","Naive","None",0.1589,"Pred_Ambiant"
"T25_B5_Az1_B3","IMG_9049",727,7,"B5_Az1","B5","T25",25,"Warm","Pred","Yes","Naive","None",0.111,"Pred_Warm"
"T25_B5_Az2_D2","IMG_8990",715,7,"B5_Az2","B5","T25",25,"Warm","Pred","Yes","Naive","None",0.114,"Pred_Warm"
"T25_B6_Az2_C2","IMG_8986",715,7,"B6_Az2","B6","T25",25,"Ambiant","Pred","Yes","Naive","None",0.115,"Pred_Ambiant"
"T25_B6_Az5_B2","IMG_9056",727,7,"B6_Az5","B6","T25",25,"Ambiant","Pred","Yes","Naive","None",0.086,"Pred_Ambiant"
"T25_B7_Az1_C5","IMG_9022",727,7,"B7_Az1","B7","T25",25,"Warm","Pred","Yes","Naive","None",0.0864,"Pred_Warm"
"T25_B7_Az11_D4","IMG_8967",715,7,"B7_Az11","B7","T25",25,"Warm","Pred","Yes","Naive","None",0.08,"Pred_Warm"
"T25_B7_Az9_A3","IMG_8970",715,7,"B7_Az9","B7","T25",25,"Warm","Pred","Yes","Naive","None",0.131,"Pred_Warm"
"T25_B9_Az11_B6","IMG_7761",727,6,"B9_Az11","B9","T25",25,"Warm","Pred","Yes","Naive","None",0.126,"Pred_Warm"
"T25_B9_Az3_A6","IMG_8943",715,7,"B9_Az3","B9","T25",25,"Warm","Pred","Yes","Naive","None",0.148,"Pred_Warm"
"T25_C1_Az12_C4","IMG_9039",727,7,"C1_Az12","C1","T25",25,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T25_C1_Az7_D3","IMG_8976",715,7,"C1_Az7","C1","T25",25,"Ambiant","Pred","Yes","Naive","None",0.169,"Pred_Ambiant"
"T25_C3_Az7_A2","IMG_8980",715,7,"C3_Az7","C3","T25",25,"Ambiant","Pred","Yes","Naive","None",0.154,"Pred_Ambiant"
"T25_C3_Az8_D2","IMG_9061",727,7,"C3_Az8","C3","T25",25,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T25_C8_Az1_B1","IMG_9066",727,7,"C8_Az1","C8","T25",25,"Warm","Pred","Yes","Naive","None",0.089,"Pred_Warm"
"T25_C8_Az19_D4","IMG_9040",727,7,"C8_Az19","C8","T25",25,"Warm","Pred","Yes","Naive","None",0.13,"Pred_Warm"
"T25_C8_Az20_C5","IMG_8957",715,7,"C8_Az20","C8","T25",25,"Warm","Pred","Yes","Naive","None",0.134,"Pred_Warm"
"T25_C9_Az15_B1","IMG_8997",715,7,"C9_Az15","C9","T25",25,"Ambiant","Pred","Yes","Naive","None",0.144,"Pred_Ambiant"
"T25_C9_Az4_A4","IMG_9031",727,7,"C9_Az4","C9","T25",25,"Ambiant","Pred","Yes","Naive","None",0.081,"Pred_Ambiant"
"T25_C9_Az5_A6","IMG_9006",727,7,"C9_Az5","C9","T25",25,"Ambiant","Pred","Yes","Naive","None",0.1408,"Pred_Ambiant"
"T25_D6_Az10_D3","IMG_9050",727,7,"D6_Az10","D6","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.137,"Ctrl_Ambiant"
"T25_D6_Az2_C4","IMG_8963",715,7,"D6_Az2","D6","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.16,"Ctrl_Ambiant"
"T25_D6_Az3_C6","IMG_9010",727,7,"D6_Az3","D6","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.135,"Ctrl_Ambiant"
"T25_D7_Az4_D6","IMG_9014",727,7,"D7_Az4","D7","T25",25,"Warm","Ctrl","Yes","Naive","None",0.106,"Ctrl_Warm"
"T25_D7_Az6_B5","IMG_8954",715,7,"D7_Az6","D7","T25",25,"Warm","Ctrl","Yes","Naive","None",0.14,"Ctrl_Warm"
"T25_D7_Az9_A1","IMG_8994",715,7,"D7_Az9","D7","T25",25,"Warm","Ctrl","Yes","Naive","None",0.111,"Ctrl_Warm"
"T27_A1_Az18_B2","IMG_9169",715,7,"A1_Az18","A1","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.089,"Ctrl_Ambiant"
"T27_A1_Az2_B4","IMG_9201",727,7,"A1_Az2","A1","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.113,"Ctrl_Ambiant"
"T27_B1_Az20_D1","IMG_9181",715,7,"B1_Az20","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.1157,"Ctrl_Warm"
"T27_B1_Az7_C3","IMG_9162",715,7,"B1_Az7","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.146,"Ctrl_Warm"
"T27_B1_Az6_C2","IMG_9219",727,7,"B1_Az6","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.111,"Ctrl_Warm"
"T27_B1_Az4_B5","IMG_9191",727,7,"B1_Az4","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.118,"Ctrl_Warm"
"T27_B2_Az4_A5","IMG_9144",715,7,"B2_Az4","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.099,"Ctrl_Ambiant"
"T27_B2_Az9_C1","IMG_9226",727,7,"B2_Az9","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.1013,"Ctrl_Ambiant"
"T27_B2_Az14_D5","IMG_9196",727,7,"B2_Az14","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.135,"Ctrl_Ambiant"
"T27_B4_Az2_A4","IMG_9152",715,7,"B4_Az2","B4","T27",27,"Ambiant","Pred","Yes","Naive","None",0.127,"Pred_Ambiant"
"T27_B4_Az14_C6","IMG_9140",715,7,"B4_Az14","B4","T27",27,"Ambiant","Pred","Yes","Naive","None",0.127,"Pred_Ambiant"
"T27_B4_Az7_A3","IMG_9206",727,7,"B4_Az7","B4","T27",27,"Ambiant","Pred","Yes","Naive","None",0.133,"Pred_Ambiant"
"T27_B5_Az2_D2","IMG_9174",715,7,"B5_Az2","B5","T27",27,"Warm","Pred","Yes","Naive","None",0.11,"Pred_Warm"
"T27_B5_Az1_B3","IMG_9210",727,7,"B5_Az1","B5","T27",27,"Warm","Pred","Yes","Naive","None",0.113,"Pred_Warm"
"T27_B6_Az2_C2","IMG_9171",715,7,"B6_Az2","B6","T27",27,"Ambiant","Pred","Yes","Naive","None",0.1355,"Pred_Ambiant"
"T27_B6_Az5_B2","IMG_9217",727,7,"B6_Az5","B6","T27",27,"Ambiant","Pred","Yes","Naive","None",0.119,"Pred_Ambiant"
"T27_B7_Az9_A3","IMG_9159",715,7,"B7_Az9","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.105,"Pred_Warm"
"T27_B7_Az11_D4","IMG_9157",715,7,"B7_Az11","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.133,"Pred_Warm"
"T27_B7_Az1_C5","IMG_9193",727,7,"B7_Az1","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.1287,"Pred_Warm"
"T27_B9_Az3_A6","IMG_9135",715,7,"B9_Az3","B9","T27",27,"Warm","Pred","Yes","Naive","None",0.147,"Pred_Warm"
"T27_B9_Az11_B6","IMG_9185",727,7,"B9_Az11","B9","T27",27,"Warm","Pred","Yes","Naive","None",0.1565,"Pred_Warm"
"T27_C1_Az7_D3","IMG_9164",715,7,"C1_Az7","C1","T27",27,"Ambiant","Pred","Yes","Naive","None",0.1415,"Pred_Ambiant"
"T27_C1_Az12_C4","IMG_9202",727,7,"C1_Az12","C1","T27",27,"Ambiant","Pred","Yes","Naive","None",0.115,"Pred_Ambiant"
"T27_C3_Az7_A2","IMG_9165",715,7,"C3_Az7","C3","T27",27,"Ambiant","Pred","Yes","Naive","None",0.123,"Pred_Ambiant"
"T27_C3_Az8_D2","IMG_9222",727,7,"C3_Az8","C3","T27",27,"Ambiant","Pred","Yes","Naive","None",0.142,"Pred_Ambiant"
"T27_C8_Az20_C5","IMG_9150",715,7,"C8_Az20","C8","T27",27,"Warm","Pred","Yes","Naive","None",0.113,"Pred_Warm"
"T27_C8_Az1_B1","IMG_9224",727,7,"C8_Az1","C8","T27",27,"Warm","Pred","Yes","Naive","None",0.1176,"Pred_Warm"
"T27_C8_Az19_D4","IMG_9205",727,7,"C8_Az19","C8","T27",27,"Warm","Pred","Yes","Naive","None",0.1144,"Pred_Warm"
"T27_C9_Az15_B1","IMG_9179",715,7,"C9_Az15","C9","T27",27,"Ambiant","Pred","Yes","Naive","None",0.111,"Pred_Ambiant"
"T27_C9_Az4_A4","IMG_9198",727,7,"C9_Az4","C9","T27",27,"Ambiant","Pred","Yes","Naive","None",0.1208,"Pred_Ambiant"
"T27_C9_Az5_A6","IMG_9182",727,7,"C9_Az5","C9","T27",27,"Ambiant","Pred","Yes","Naive","None",0.112,"Pred_Ambiant"
"T27_D6_Az2_C4","IMG_9153",715,7,"D6_Az2","D6","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.13,"Ctrl_Ambiant"
"T27_D6_Az10_D3","IMG_9211",727,7,"D6_Az10","D6","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.108,"Ctrl_Ambiant"
"T27_D6_Az3_C6","IMG_9186",727,7,"D6_Az3","D6","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.1245,"Ctrl_Ambiant"
"T27_D7_Az9_A1","IMG_9177",715,7,"D7_Az9","D7","T27",27,"Warm","Ctrl","Yes","Naive","None",0.1308,"Ctrl_Warm"
"T27_D7_Az6_B5","IMG_9147",715,7,"D7_Az6","D7","T27",27,"Warm","Ctrl","Yes","Naive","None",0.123,"Ctrl_Warm"
"T27_D7_Az4_D6","IMG_9188",727,7,"D7_Az4","D7","T27",27,"Warm","Ctrl","Yes","Naive","None",0.1164,"Ctrl_Warm"
"T30_A1_Az18_B2","IMG_9264",715,7,"A1_Az18","A1","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.1135,"Ctrl_Ambiant"
"T30_A1_Az2_B4","IMG_9299",727,7,"A1_Az2","A1","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.108,"Ctrl_Ambiant"
"T30_B1_Az20_D1","IMG_9280",715,7,"B1_Az20","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.146,"Ctrl_Warm"
"T30_B1_Az7_C3","IMG_9258",715,7,"B1_Az7","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.092,"Ctrl_Warm"
"T30_B1_Az6_C2","IMG_9318",727,7,"B1_Az6","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.093,"Ctrl_Warm"
"T30_B1_Az4_B5","IMG_9290",727,7,"B1_Az4","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.14,"Ctrl_Warm"
"T30_B2_Az4_A5","IMG_9239",715,7,"B2_Az4","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.088,"Ctrl_Ambiant"
"T30_B2_Az9_C1","IMG_9326",727,7,"B2_Az9","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.0974,"Ctrl_Ambiant"
"T30_B2_Az14_D5","IMG_9295",727,7,"B2_Az14","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.09,"Ctrl_Ambiant"
"T30_B4_Az2_A4","IMG_9247",715,7,"B4_Az2","B4","T30",30,"Ambiant","Pred","Yes","Naive","None",0.101,"Pred_Ambiant"
"T30_B4_Az14_C6","IMG_9235",715,7,"B4_Az14","B4","T30",30,"Ambiant","Pred","Yes","Naive","None",0.1306,"Pred_Ambiant"
"T30_B4_Az7_A3","IMG_9307",727,7,"B4_Az7","B4","T30",30,"Ambiant","Pred","Yes","Naive","None",0.145,"Pred_Ambiant"
"T30_B5_Az2_D2","IMG_9270",715,7,"B5_Az2","B5","T30",30,"Warm","Pred","Yes","Naive","None",0.107,"Pred_Warm"
"T30_B5_Az1_B3","IMG_9310",727,7,"B5_Az1","B5","T30",30,"Warm","Pred","Yes","Naive","None",0.097,"Pred_Warm"
"T30_B6_Az2_C2","IMG_9268",715,7,"B6_Az2","B6","T30",30,"Ambiant","Pred","Yes","Naive","None",0.1068,"Pred_Ambiant"
"T30_B6_Az5_B2","IMG_9314",727,7,"B6_Az5","B6","T30",30,"Ambiant","Pred","Yes","Naive","None",0.091,"Pred_Ambiant"
"T30_B7_Az9_A3","IMG_9255",715,7,"B7_Az9","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.0855,"Pred_Warm"
"T30_B7_Az11_D4","IMG_9251",715,7,"B7_Az11","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.125,"Pred_Warm"
"T30_B7_Az1_C5","IMG_9293",727,7,"B7_Az1","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.104,"Pred_Warm"
"T30_B9_Az3_A6","IMG_9232",715,7,"B9_Az3","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.124,"Pred_Warm"
"T30_B9_Az11_B6","IMG_9285",727,7,"B9_Az11","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.117,"Pred_Warm"
"T30_C1_Az7_D3","IMG_9260",715,7,"C1_Az7","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.143,"Pred_Ambiant"
"T30_C1_Az12_C4","IMG_9303",727,7,"C1_Az12","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.134,"Pred_Ambiant"
"T30_C3_Az7_A2","IMG_9262",715,7,"C3_Az7","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.142,"Pred_Ambiant"
"T30_C3_Az8_D2","IMG_9321",727,7,"C3_Az8","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.1075,"Pred_Ambiant"
"T30_C8_Az20_C5","IMG_9244",715,7,"C8_Az20","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.1201,"Pred_Warm"
